M26020 AAA35137.1 S000006025 YPL104W
NC_001147 NP_014955.1 S000005837 YOR310C
NC_001147 NP_014874.1 S000005757 YOR231W
NC_001147 NP_014992.1 S000005874 YOR347C
NC_001147 NP_014652.1 S000005535 YOR009W
NC_001147 NP_014612.1 S000005390 YOL030W
NC_001147 NP_014689.1 S000005572 YOR046C
NC_001147 NP_014645.1 S000005529 YOR003W
NC_001147 NP_014872.1 S000005755 YOR229W
NC_001147 NP_015020.1 S000005902 YOR375C
NC_001147 NP_014626.1 S000005376 YOL016C
NC_001147 NP_014833.1 S000005716 YOR190W
NC_001147 NP_014690.1 S000005573 YOR047C
NC_001147 NP_014582.1 S000005420 YOL059W
NC_001147 NP_014873.1 S000005756 YOR230W
NC_001147 NP_014902.1 S000005785 YOR259C
NC_001147 NP_015038.1 S000005920 YOR393W
NC_001147 NP_014760.1 S000005643 YOR117W
NC_001147 NP_014880.1 S000005763 YOR237W
NC_001147 NP_014742.1 S000005625 YOR099W
NC_001147 NP_014599.1 S000005403 YOL043C
NC_001147 NP_015033.1 S000005915 YOR388C
NC_001147 NP_015035.1 S000005917 YOR390W
NC_001147 NP_014816.2 S000005699 YOR173W
NC_001147 NP_014555.1 S000005446 YOL086C
NC_001147 NP_014490.1 S000005511 YOL151W
NC_001147 NP_014704.1 S000005587 YOR061W
NC_001147 NP_014739.1 S000005622 YOR096W
NC_001147 NP_014957.2 S000005839 YOR312C
NC_001147 NP_014763.1 S000005646 YOR120W
NC_001147 NP_014744.1 S000005627 YOR101W
NC_001147 NP_014549.1 S000005452 YOL092W
NC_001147 NP_014865.1 S000005748 YOR222W
NC_001147 NP_014585.1 S000005417 YOL056W
NC_001147 NP_014642.1 S000005361 YOL001W
NC_001147 NP_014561.1 S000005440 YOL080C
NC_001147 NP_014683.1 S000005566 YOR040W
NC_001147 NP_014877.1 S000005760 YOR234C
NC_001147 NP_014747.1 S000005630 YOR104W
NC_001147 NP_014520.1 S000005481 YOL121C
NC_001147 NP_014788.1 S000005671 YOR145C
NC_001147 NP_014653.1 S000005536 YOR010C
NC_001147 NP_015036.1 S000005918 YOR391C
NC_001147 NP_014977.1 S000005859 YOR332W
NC_001147 NP_014828.1 S000005711 YOR185C
NC_001147 NP_014890.1 S000005773 YOR247W
NC_001147 NP_014659.1 S000005542 YOR016C
NC_001147 NP_015032.1 S000005914 YOR387C
NC_001147 NP_015039.1 S000005921 YOR394W
NC_001147 NP_014919.1 S000005802 YOR276W
NC_001147 NP_014869.1 S000005752 YOR226C
NC_001147 NP_014829.1 S000005712 YOR186W
NC_001147 NP_014477.1 S000005525 YOL165C
NC_001147 NP_014655.1 S000005538 YOR012W
NC_001147 NP_014746.2 S000005629 YOR103C
NC_001147 NP_014508.1 S000005493 YOL133W
NC_001147 NP_014481.1 S000005521 YOL161C
NC_001147 NP_878167.1 S000028581 YOR011W-A
Y07594 CAA68869.1 S000000951 YER149C
Z72574 CAA96754.1 S000003019 YGL051W
Z72574 CAA96753.1 S000003020 YGL052W
Z28180 CAA82023.1 S000001663 YKL180W
Z73013 CAA97256.1 S000003460 YGR228W
Z74277 CAA98807.1 S000002388 YDL229W
Z74277 CAA98808.1 S000002387 YDL228C
Z49549 CAA89577.1 S000003810 YJR049C
Z72965 CAA97206.1 S000003412 YGR180C
X15318 CAA33378.1 S000002157 YBR089C-A
U34775 AAB65037.1 S000000992 YER190W
L28920 AAC09499.1 S000000084 YAR050W
L28920 AAC09508.1 S000000094 YAR071W
L28920 AAC09509.1 S000000095 YAR073W
L28920 AAC09493.1 S000000078 YAR031W
L28920 AAC09489.1 S000000075 YAR027W
L28920 AAC09490.1 S000000075 YAR027W
L28920 AAC09494.1 S000000079 YAR033W
L28920 AAC09490.1 S000000076 YAR028W
L28920 AAC09489.1 S000000076 YAR028W
L28920 AAC09510.1 S000002144 YAR066W
L28920 AAC09503.1 - YAR062W
L28920 AAC09505.1 S000000091 YAR068W
L28920 AAC09511.1 S000002145 YAR075W
L28920 AAC09501.1 S000000086 YAR060C
L28920 AAC09504.1 S000000089 YAR064W
L28920 AAC09507.1 S000000093 YAR070C
L28920 AAC09506.1 S000000092 YAR069C
L28920 AAC09502.1 - YAR061W
M94874 AAA35024.1 S000001631 YKL148C
X83502 CAA58491.1 S000003615 YJL079C
Z49307 CAA89322.1 S000003569 YJL032W
X74135 CAA52232.1 S000004478 YML016C
Z71309 CAA95896.1 S000004978 YNL033W
Z71309 CAA95896.1 S000004964 YNL019C
Z35867 CAA84933.1 S000000202 YBL106C
U41849 AAB68265.1 S000005993 YPL072W
U41849 AAB68268.1 S000006002 YPL081W
U41849 AAB68259.1 S000006000 YPL079W
U41849 AAB68269.1 S000005994 YPL073C
L18859 AAA02557.1 S000003375 YGR143W
S76960 AAB34124.1 S000001612 YKL129C
Z71620 CAA96281.1 S000005288 YNR005C
Z75239 CAA99654.1 S000005859 YOR332W
Z75239 CAA99653.1 S000005858 YOR331C
X77608 CAA54699.1 S000003353 YGR121C
J01327 AAA88719.1 S000002632 YDR224C
J01327 AAA88719.1 S000000098 YBL002W
M27070 AAA34570.1 S000000935 YER133W
Z71451 CAA96066.1 S000005119 YNL175C
Z71451 CAA96067.1 S000005118 YNL174W
Z74291 CAA98823.1 S000002402 YDL243C
Z72775 CAA96973.1 S000003222 YGL253W
X16676 CAA34664.1 S000000292 YBR088C
U00795 AAC48924.1 S000006100 YPL179W
X15483 CAA33511.1 S000004684 YMR079W
D13743 BAA02888.1 S000006027 YPL106C
D13743 BAA02888.1 S000000373 YBR169C
S65964 AAD13974.1 S000000765 YEL039C
L22173 AAA34940.1 S000000765 YEL039C
Z71607 CAA96264.1 S000005275 YNL331C
U15929 AAB48984.1 S000005482 YOL122C
M86731 AAA34818.1 S000002840 YDR432W
Z28131 CAA81972.1 S000001615 YKL132C
Z28131 CAA81973.1 S000001614 YKL131W
X97400 CAA66057.1 S000004989 YNL044W
V01305 CAA24612.1 S000000099 YBL003C
V01305 CAA24612.1 S000002633 YDR225W
U04621 AAA64936.1 S000002180 YDL022W
X79379 CAA55924.1 S000004539 YML074C
L17083 AAA16119.1 S000001769 YKR061W
U43179 AAB17500.1 S000002736 YDR328C
Z72872 CAA97089.1 S000003319 YGR087C
U28373 AAB64804.1 S000002776 YDR368W
U28373 AAB64822.1 S000002774 YDR366C
Z72629 CAA96814.1 S000003075 YGL107C
Z74903 CAA99183.1 S000005521 YOL161C
J01462 AAA32169.1 S000007274 Q0130
M80303 AAA73136.1 S000004200 YLR210W
Z69382 CAA93390.1 S000005061 YNL117W
Z69382 CAA93391.1 S000005060 YNL116W
Z69382 CAA93388.1 S000005063 YNL119W
Z69382 CAA93399.1 S000005052 YNL108C
Z69382 CAA93398.1 S000005053 YNL109W
Z69382 CAA93387.1 S000005064 YNL120C
Z69382 CAA93394.1 S000005057 YNL113W
Z69382 CAA93393.1 S000005058 YNL114C
Z72679 CAA96869.1 S000003125 YGL157W
Z72679 CAA96869.1 S000003007 YGL039W
Z73072 CAA97319.1 S000003519 YGR287C
M65070 AAA34502.1 S000006323 YPR119W
Z36058 CAA85151.1 S000000393 YBR189W
Z74842 CAA99114.1 S000005459 YOL099C
Z72596 CAA96778.1 S000003040 YGL072C
Z72596 CAA96776.1 S000003042 YGL074C
Z71341 CAA95938.1 S000005009 YNL065W
M31006 AAA34454.1 S000003571 YJL034W
Z28284 CAA82138.1 S000001767 YKR059W
X67729 CAA47959.1 S000006153 YPL232W
Z49470 CAA89490.1 S000003730 YJL194W
Z49470 CAA89489.1 S000003731 YJL195C
Z68329 CAA92713.1 S000002664 YDR256C
Z70202 CAA94095.1 S000002664 YDR256C
Z70202 CAA94102.1 S000002671 YDR263C
Z46729 CAA86719.1 S000004520 YML056C
M10992 AAA34585.1 S000006284 YPR080W
M10992 AAA34585.1 S000000322 YBR118W
Z72994 CAA97236.1 S000003441 YGR209C
Z72716 CAA96906.1 S000003162 YGL194C
U89332 AAC49875.1 S000000368 YBR164C
X57782 CAA40928.1 S000001910 YFR014C
Z75100 CAA99401.1 S000005718 YOR192C
J01478 AAA32153.2 S000007283 Q0275
J01478 AAA32153.2 S000007283 Q0275
X58099 CAA41111.1 S000003675 YJL139C
X85757 CAA59761.1 S000003136 YGL168W
Z49547 CAA89575.1 S000003808 YJR047C
Z73080 CAA97328.1 S000003527 YGR295C
Z73064 CAA97310.1 S000003511 YGR279C
Z71611 CAA96269.1 S000005279 YNL335W
Z72669 CAA96859.1 S000003115 YGL147C
Z71691 CAA96360.1 S000005359 YNR076W
Z48756 CAA88656.1 S000004860 YMR246W
Z48756 CAA88655.1 S000004859 YMR245W
Z75207 CAA99528.1 S000005825 YOR299W
Z75207 CAA99529.1 S000005826 YOR300W
X76890 CAA54217.1 S000006153 YPL232W
Y00694 CAA68689.1 S000006124 YPL203W
M33759 AAA34500.1 S000005587 YOR061W
M26403 AAA35146.1 S000000950 YER148W
S79456 AAB35143.1 S000004143 YLR153C
X73571 CAA51973.1 S000001628 YKL145W
X06239 CAA29582.1 S000003669 YJL133W
M17800 AAA34520.1 S000004997 YNL052W
X17494 CAA35529.1 S000002466 YDR059C
X17494 CAA35529.1 S000000286 YBR082C
L33023 AAA21777.1 S000002209 YDL051W
D10578 BAA01435.1 S000005106 YNL162W
X61271 CAA43575.1 S000000867 YER065C
U72346 AAB17351.1 S000000152 YBL056W
Z74990 CAA99276.1 S000005608 YOR082C
Z71573 CAA96215.1 S000005240 YNL296W
M80302 AAA34765.1 S000002314 YDL155W
Z72591 CAA96773.1 S000003036 YGL068W
Z72591 CAA96772.1 S000003037 YGL069C
U05335 AAF21442.1 S000000995 YHL003C
V01302 CAA24609.1 S000003588 YJL052W
V01302 CAA24609.1 S000003769 YJR009C
V01302 CAA24609.1 S000003424 YGR192C
Z49394 CAA89414.1 S000003654 YJL118W
Z49394 CAA89413.1 S000003655 YJL119C
Z72783 CAA96981.1 S000003230 YGL261C
Z72783 CAA96981.1 S000003526 YGR294W
Z37997 CAA86096.1 S000001336 YIL074C
Z37997 CAA86091.1 S000001341 YIL079C
Z71380 CAA95980.1 S000005048 YNL104C
Z74269 CAA98799.1 S000002380 YDL221W
Z49770 CAA89846.1 S000002428 YDR021W
Z49770 CAA89840.1 S000113613 YDR014W-A
U40561 AAB03678.1 S000005544 YOR018W
Z49661 CAA89694.1 S000003922 YJR161C
X94335 CAA64008.1 S000005612 YOR086C
X94335 CAA64029.1 S000005635 YOR109W
X94335 CAA64052.1 S000005659 YOR133W
X94335 CAA64028.1 S000005634 YOR108W
X94335 CAA64037.1 S000005643 YOR117W
X94335 CAA64021.1 S000005625 YOR099W
X94335 CAA64018.1 S000005622 YOR096W
X94335 CAA64040.1 S000005646 YOR120W
X94335 CAA64023.1 S000005627 YOR101W
X94335 CAA64025.1 S000005630 YOR104W
X94335 CAA64010.1 S000005615 YOR089C
Z26877 CAA81506.1 S000001631 YKL148C
Z26877 CAA81493.1 S000001644 YKL161C
Z26877 CAA81490.1 S000001647 YKL164C
Z26877 CAA81491.1 S000001646 YKL163W
Z26877 CAA81501.1 S000001635 YKL152C
Z26877 CAA81500.1 S000001636 YKL153W
K01387 AAA02743.1 S000006161 YPL240C
D10865 BAA01637.1 S000000981 YER179W
X05731 CAA29198.1 S000003962 YLL039C
M26044 AAA02813.1 S000004798 YMR186W
U00061 AAB68385.2 S000001098 YHR056C
U00061 AAB68379.1 S000001108 YHR066W
U00061 AAB68386.1 S000001099 YHR057C
U00061 AAB68384.1 S000001095 YHR053C
U00061 AAB68382.1 S000001095 YHR053C
U00061 AAB68384.1 S000001097 YHR055C
U00061 AAB68382.1 S000001097 YHR055C
Z74321 CAA98846.1 S000002432 YDR025W
X75560 CAA53239.1 S000001561 YKL078W
X12775 CAA31262.1 S000000813 YER011W
J03195 AAA34974.1 S000000235 YBR031W
J03195 AAA34974.1 S000002419 YDR012W
Z72817 CAA97020.1 S000003264 YGR032W
X90707 CAA62233.1 S000002671 YDR263C
Z73004 CAA97248.1 S000003452 YGR220C
Z73004 CAA97247.1 S000003451 YGR219W
X05728 CAA29195.1 S000001410 YIL148W
Z72977 CAA97218.1 S000003424 YGR192C
Z74111 CAA98628.1 S000002220 YDL062W
Z71663 CAA96329.1 S000005331 YNR048W
Z35962 CAA85046.1 S000000297 YBR093C
Z35962 CAA85046.1 S000000296 YBR092C
Z74924 CAA99206.1 S000005542 YOR016C
Z28220 CAA82065.1 S000001703 YKL220C
Z72894 CAA97113.1 S000003341 YGR109C
Z68194 CAA92348.1 S000002617 YDR209C
Z68194 CAA92349.1 S000002618 YDR210W
Z73594 CAA97959.1 S000006158 YPL237W
Z73594 CAA97958.1 S000006159 YPL238C
Z73499 CAA97847.1 S000006064 YPL143W
Z73499 CAA97846.1 S000006063 YPL142C
Z72939 CAA97168.1 S000003386 YGR154C
Z71675 CAA96342.1 S000005343 YNR060W
Z49538 CAA89565.1 S000003799 YJR038C
A47741 CAA03078.1 S000003695 YJL159W
Z74208 CAA98734.1 S000002319 YDL160C
Z72570 CAA96750.1 S000003016 YGL048C
Z35878 CAA84947.1 S000000213 YBR009C
Z49309 CAA89325.1 S000003571 YJL034W
Z49586 CAA89614.1 S000003847 YJR087W
Z36168 CAA85264.1 S000000503 YBR299W
Z73125 CAA97467.1 S000003943 YLL020C
Z72645 CAA96831.1 S000003091 YGL123W
Z36043 CAA85135.1 S000000378 YBR174C
Z73554 CAA97912.1 S000006118 YPL197C
Z72690 CAA96879.1 S000003136 YGL168W
Z73588 CAA97949.1 S000006153 YPL232W
Z71578 CAA96220.1 S000005246 YNL302C
M34076 AAA97485.1 S000000289 YBR085W
M84796 AAA18226.1 S000002926 YDR518W
M88650 AAB59327.1 S000000393 YBR189W
Z71363 CAA95963.1 S000005031 YNL087W
Z72899 CAA97123.1 S000003347 YGR115C
Z72899 CAA97122.1 S000003346 YGR114C
Z71369 CAA95969.1 S000005037 YNL093W
Z48149 CAA88159.1 S000005463 YOL103W
Z48149 CAA88145.1 S000005475 YOL115W
U18917 AAB64679.1 S000000954 YER152C
U18917 AAB64676.1 S000000951 YER149C
U18917 AAB64675.1 S000000950 YER148W
U18917 AAB64686.1 S000000961 YER159C
U18917 AAB64673.1 S000000948 YER146W
X73224 CAA51693.1 S000006278 YPR074C
X73224 CAA51693.1 S000000321 YBR117C
Z71610 CAA96268.1 S000005278 YNL334C
Z36113 CAA85207.1 S000000448 YBR244W
Z71512 CAA96141.1 S000005179 YNL235C
Z28327 CAA82182.1 S000001810 YKR102W
Z74797 CAA99063.1 S000005416 YOL055C
L36888 AAA67528.1 S000007281 Q0250
L36888 AAA67528.1 S000007281 Q0250
Z73616 CAA97993.1 S000006247 YPR043W
L00007 AAA32146.1 S000007274 Q0130
L00007 AAA32146.1 S000007274 Q0130
Z49627 CAA89659.1 S000003889 YJR128W
Z71612 CAA96270.1 S000005280 YNL336W
Z71649 CAA96314.1 S000005317 YNR034W
M34075 AAA97484.1 S000000126 YBL030C
Z71690 CAA96359.1 S000005358 YNR075W
Z49212 CAA89139.1 S000004923 YMR306W
Z49212 CAA89140.1 S000004924 YMR307W
Z49212 CAA89138.1 S000004921 YMR305C
Z49212 CAA89136.1 S000004918 YMR303C
Z48755 CAA88646.1 S000004818 YMR205C
J04719 AAA34643.1 S000001587 YKL104C
U43834 AAB64983.1 S000002949 YDR541C
U43834 AAB64980.1 S000002946 YDR538W
U43834 AAB64988.1 S000002945 YDR537C
U43834 AAB64986.1 S000002952 YDR544C
U43834 AAB64984.1 S000002950 YDR542W
U43834 AAB64985.1 S000002951 YDR543C
X58681 CAA41530.1 S000000815 YER013W
Z71533 CAA96164.1 S000005201 YNL257C
Z73158 CAA97505.1 S000003976 YLL053C
Z73158 CAA97506.1 S000003975 YLL052C
Z73327 CAA97727.1 S000004459 YLR467W
Z49340 CAA89355.1 S000003601 YJL065C
Z49340 CAA89356.1 S000003600 YJL064W
X12813 CAA31301.1 S000001767 YKR059W
U09841 AAA83415.1 S000001011 YHL019C
U02077 AAA52190.1 S000006402 YPR198W
Z71385 CAA95988.1 S000005052 YNL108C
Z71385 CAA95987.1 S000005053 YNL109W
M85194 AAA35040.1 S000000569 YCL064C
X80224 CAA56510.1 S000000365 YBR161W
X80224 CAA56509.1 S000000364 YBR160W
M85293 AAA34904.1 S000002708 YDR300C
M15482 AAA34902.1 S000004912 YMR297W
M27229 AAA63792.1 S000003806 YJR045C
Z74801 CAA99068.1 S000005420 YOL059W
Z75286 CAA99709.1 S000005905 YOR378W
Z75286 CAA99710.1 S000005906 YOR379C
DQ115391 AAZ22469.1 S000003288 YGR056W
DQ115391 AAZ22477.1 S000003297 YGR065C
DQ115391 AAZ22459.1 S000003275 YGR043C
DQ115391 AAZ22476.1 S000003295 YGR063C
Z74270 CAA98801.1 S000002381 YDL222C
D13740 BAA02885.1 S000001647 YKL164C
DQ091763 AAY99641.1 S000003521 YGR289C
DQ091764 AAY99642.1 S000003521 YGR289C
AY557880 AAS56206.1 S000003652 YJL116C
AY557948 AAS56274.1 S000004298 YLR307W
AY693128 AAT93147.1 S000005010 YNL066W
AY558306 AAS56632.1 S000003615 YJL079C
AY557806 AAS56132.1 S000001830 YFL064C
AY558279 AAS56605.1 S000001099 YHR057C
Z28238 CAA82084.1 S000001721 YKR013W
AF011409 AAC28398.1 S000004364 YLR372W
AY723870 AAU09787.1 S000006360 YPR156C
AF479940 AAL79253.1 S000028611 YDL086C-A
AY557759 AAS56085.1 S000005630 YOR104W
AY692764 AAT92783.1 S000000365 YBR161W
AY693249 AAT93268.1 S000001037 YHL045W
AJ585551 CAE52071.1 S000000600 YCR007C
AY558194 AAS56520.1 S000003985 YLL062C
AY558194 AAS56520.1 S000006194 YPL273W
AY557734 AAS56060.1 S000002712 YDR304C
AB044344 BAB83863.1 S000003810 YJR049C
AY692899 AAT92918.1 S000003810 YJR049C
AY693323 AAT93342.1 S000007254 YPR002C-A
AY692794 AAT92813.1 S000000502 YBR298C
AY692794 AAT92813.1 S000002406 YDL247W
AJ012752 CAA10168.1 S000000502 YBR298C
AJ012752 CAA10168.1 S000002406 YDL247W
AY557819 AAS56145.1 S000003380 YGR148C
AY557819 AAS56145.1 S000002999 YGL031C
AY692681 AAT92700.1 S000000343 YBR139W
AY557927 AAS56253.1 S000004146 YLR156W
AY557927 AAS56253.1 S000004149 YLR159W
AY557927 AAS56253.1 S000004151 YLR161W
AF480008 AAL79321.1 S000028677 YLR157W-D
AY692788 AAT92807.1 S000004610 YMR008C
AY692965 AAT92984.1 S000005566 YOR040W
AY692810 AAT92829.1 S000000572 YCL067C
AY692810 AAT92829.1 S000000635 YCR039C
AY723766 AAU09683.1 S000002416 YDR009W
AF479925 AAL79238.1 S000028647 YHR052W-A
AF479925 AAL79238.1 S000028648 YHR054W-A
AY723857 AAU09774.1 S000004866 YMR253C
AF012655 AAB87766.1 S000000630 YCR034W
AY693095 AAT93114.1 S000003341 YGR109C
AY693343 AAT93362.1 S000004052 YLR062C
AY693258 AAT93277.1 S000001321 YIL059C
AY723823 AAU09740.1 S000001075 YHR033W
AY692724 AAT92743.1 S000000869 YER067W
AY692724 AAT92743.1 S000001319 YIL057C
AY723777 AAU09694.1 S000002518 YDR111C
AY949848 AAX47297.1 S000000084 YAR050W
AY692615 AAT92634.1 S000000446 YBR242W
AY692632 AAT92651.1 S000002140 YAL064C-A
AY557708 AAS56034.1 - YAR062W
AY557708 AAS56034.1 S000001256 YHR213W
AY692837 AAT92856.1 S000000598 YCR005C
AY558514 AAS56840.1 S000000995 YHL003C
AY558031 AAS56357.1 S000005921 YOR394W
AY558031 AAS56357.1 S000006203 YPL282C
Z73577 CAA97936.1 S000006142 YPL221W
AY557641 AAS55967.1 S000000448 YBR244W
AY692647 AAT92666.1 S000005955 YPL034W
AY692780 AAT92799.1 S000005416 YOL055C
AY692780 AAT92799.1 S000006179 YPL258C
AY558086 AAS56412.1 S000001319 YIL057C
AY558086 AAS56412.1 S000000869 YER067W
AY692851 AAT92870.1 S000004160 YLR170C
AY692592 AAT92611.1 S000006185 YPL264C
AY557663 AAS55989.1 S000002540 YDR133C
Z74307 CAA98831.1 S000002418 YDR011W
AY692765 AAT92784.1 S000003007 YGL039W
AY692765 AAT92784.1 S000003125 YGL157W
CQ890812 CAH68661.1 S000003125 YGL157W
CQ890812 CAH68661.1 S000003007 YGL039W
AY692968 AAT92987.1 S000004874 YMR261C
A06260 CAA00532.1 S000000503 YBR299W
A06260 CAA00532.1 S000003524 YGR292W
AB109221 BAD00094.1 S000003519 YGR287C
AB109221 BAD00094.1 S000005517 YOL157C
AB109221 BAD00094.1 S000001434 YIL172C
AB109221 BAD00094.1 S000003757 YJL221C
AY692648 AAT92667.1 S000002277 YDL119C
AY692876 AAT92895.1 S000002179 YDL021W
AY558562 AAS56888.1 S000000936 YER134C
AY723836 AAU09753.1 S000003776 YJR015W
AF479924 AAL79237.1 S000028631 YFR034W-A
AY692789 AAT92808.1 S000000501 YBR297W
AY692789 AAT92808.1 S000006400 YPR196W
AY692628 AAT92647.1 S000005712 YOR186W
AY557951 AAS56277.1 S000004299 YLR308W
AY692922 AAT92941.1 S000000056 YAL060W
AY557957 AAS56283.1 S000004145 YLR155C
AY557957 AAS56283.1 S000004147 YLR157C
AY557957 AAS56283.1 S000004148 YLR158C
AY557957 AAS56283.1 S000004150 YLR160C
AY557958 AAS56284.1 S000004145 YLR155C
AY557958 AAS56284.1 S000004147 YLR157C
AY557958 AAS56284.1 S000004148 YLR158C
AY557958 AAS56284.1 S000004150 YLR160C
AY558506 AAS56832.1 S000003178 YGL210W
AY558506 AAS56832.1 S000000833 YER031C
AY692880 AAT92899.1 S000000373 YBR169C
AY692880 AAT92899.1 S000006027 YPL106C
D38369 BAA07450.1 S000000373 YBR169C
D38369 BAA07450.1 S000006027 YPL106C
AY557936 AAS56262.1 S000004252 YLR262C
AY557658 AAS55984.1 S000002618 YDR210W
A38765 CAA02394.1 S000005427 YOL066C
AY692841 AAT92860.1 S000001933 YFR037C
AY558476 AAS56802.1 S000001931 YFR035C
AY557875 AAS56201.1 S000001344 YIL082W
AY557824 AAS56150.1 S000001344 YIL082W
AY693285 AAT93304.1 S000006354 YPR150W
X13514 CAA31865.1 S000002442 YDR035W
AY693154 AAT93173.1 S000004954 YNL009W
AY723840 AAU09757.1 S000001747 YKR039W
AY692699 AAT92718.1 S000002922 YDR514C
AY558071 AAS56397.1 S000006400 YPR196W
AY558071 AAS56397.1 S000000501 YBR297W
Z28277 CAA82130.1 S000001760 YKR052C
AY693055 AAT93074.1 S000000308 YBR104W
Z28266 CAA82116.1 S000001749 YKR041W
AY558503 AAS56829.1 S000003121 YGL153W
AY723849 AAU09766.1 S000004316 YLR324W
AY692567 AAT92586.1 S000005914 YOR387C
AY692567 AAT92586.1 S000003227 YGL258W
AY557882 AAS56208.1 S000001148 YHR106W
AY693353 AAT93372.1 S000004113 YLR123C
AY692979 AAT92998.1 S000003891 YJR130C
AY557938 AAS56264.1 S000004030 YLR040C
AY693001 AAT93020.1 S000003588 YJL052W
AY693001 AAT93020.1 S000003769 YJR009C
AY693001 AAT93020.1 S000003424 YGR192C
AY558170 AAS56496.1 S000002143 YAL069W
AY557931 AAS56257.1 S000004271 YLR281C
AY692629 AAT92648.1 S000001322 YIL060W
AY557770 AAS56096.1 S000003263 YGR031W
AY557969 AAS56295.1 S000004910 YMR295C
AF480005 AAL79318.1 S000001826 YFL068W
AF480005 AAL79318.1 S000028671 YLL066W-A
AF480005 AAL79318.1 S000028673 YLL067W-A
AF480005 AAL79318.1 S000028655 YHR219C-A
AF480005 AAL79318.1 S000028690 YML133W-B
AF480005 AAL79318.1 S000028704 YNL339W-B
AF480005 AAL79318.1 S000028644 YHL050W-A
AF480005 AAL79318.1 S000028685 YLR466C-A
AF480005 AAL79318.1 S000028687 YLR467C-A
AF480005 AAL79318.1 S000028719 YOR396C-A
AF480005 AAL79318.1 S000028627 YER190C-B
AF480005 AAL79318.1 S000028643 YGR296C-B
AF480005 AAL79318.1 S000028724 YPL283W-B
AF480005 AAL79318.1 S000028727 YPR204C-A
AF480005 AAL79318.1 S000028599 YBL113W-A
AF480005 AAL79318.1 S000028621 YEL077W-A
AF480005 AAL79318.1 S000028658 YIL177W-A
AF480005 AAL79318.1 S000028665 YJL225W-A
AF480010 AAL79323.1 S000028685 YLR466C-A
AF480010 AAL79323.1 S000028687 YLR467C-A
AF480010 AAL79323.1 S000028719 YOR396C-A
AF480010 AAL79323.1 S000028627 YER190C-B
AF480010 AAL79323.1 S000028643 YGR296C-B
AF480010 AAL79323.1 S000028724 YPL283W-B
AF480010 AAL79323.1 S000028727 YPR204C-A
AF480010 AAL79323.1 S000001826 YFL068W
AF480010 AAL79323.1 S000028671 YLL066W-A
AF480010 AAL79323.1 S000028673 YLL067W-A
AF480010 AAL79323.1 S000028599 YBL113W-A
AF480010 AAL79323.1 S000028621 YEL077W-A
AF480010 AAL79323.1 S000028655 YHR219C-A
AF480010 AAL79323.1 S000028690 YML133W-B
AF480010 AAL79323.1 S000028704 YNL339W-B
AF480010 AAL79323.1 S000028644 YHL050W-A
AF480010 AAL79323.1 S000028658 YIL177W-A
AF480010 AAL79323.1 S000028665 YJL225W-A
AF479999 AAL79312.1 S000028655 YHR219C-A
AF479999 AAL79312.1 S000028690 YML133W-B
AF479999 AAL79312.1 S000028704 YNL339W-B
AF479999 AAL79312.1 S000001826 YFL068W
AF479999 AAL79312.1 S000028671 YLL066W-A
AF479999 AAL79312.1 S000028673 YLL067W-A
AF479999 AAL79312.1 S000028627 YER190C-B
AF479999 AAL79312.1 S000028643 YGR296C-B
AF479999 AAL79312.1 S000028724 YPL283W-B
AF479999 AAL79312.1 S000028727 YPR204C-A
AF479999 AAL79312.1 S000028644 YHL050W-A
AF479999 AAL79312.1 S000028685 YLR466C-A
AF479999 AAL79312.1 S000028687 YLR467C-A
AF479999 AAL79312.1 S000028719 YOR396C-A
AF479999 AAL79312.1 S000028599 YBL113W-A
AF479999 AAL79312.1 S000028621 YEL077W-A
AF479999 AAL79312.1 S000028658 YIL177W-A
AF479999 AAL79312.1 S000028665 YJL225W-A
AF479991 AAL79304.1 S000028627 YER190C-B
AF479991 AAL79304.1 S000028643 YGR296C-B
AF479991 AAL79304.1 S000028724 YPL283W-B
AF479991 AAL79304.1 S000028727 YPR204C-A
AF479991 AAL79304.1 S000028685 YLR466C-A
AF479991 AAL79304.1 S000028687 YLR467C-A
AF479991 AAL79304.1 S000028719 YOR396C-A
AF479991 AAL79304.1 S000028599 YBL113W-A
AF479991 AAL79304.1 S000028621 YEL077W-A
AF479991 AAL79304.1 S000028655 YHR219C-A
AF479991 AAL79304.1 S000028690 YML133W-B
AF479991 AAL79304.1 S000028704 YNL339W-B
AF479991 AAL79304.1 S000001826 YFL068W
AF479991 AAL79304.1 S000028671 YLL066W-A
AF479991 AAL79304.1 S000028673 YLL067W-A
AF479991 AAL79304.1 S000028644 YHL050W-A
AF479991 AAL79304.1 S000028658 YIL177W-A
AF479991 AAL79304.1 S000028665 YJL225W-A
AF479988 AAL79301.1 S000028599 YBL113W-A
AF479988 AAL79301.1 S000028621 YEL077W-A
AF479988 AAL79301.1 S000028627 YER190C-B
AF479988 AAL79301.1 S000028643 YGR296C-B
AF479988 AAL79301.1 S000028724 YPL283W-B
AF479988 AAL79301.1 S000028727 YPR204C-A
AF479988 AAL79301.1 S000028685 YLR466C-A
AF479988 AAL79301.1 S000028687 YLR467C-A
AF479988 AAL79301.1 S000028719 YOR396C-A
AF479988 AAL79301.1 S000028655 YHR219C-A
AF479988 AAL79301.1 S000028690 YML133W-B
AF479988 AAL79301.1 S000028704 YNL339W-B
AF479988 AAL79301.1 S000001826 YFL068W
AF479988 AAL79301.1 S000028644 YHL050W-A
